ID,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2018-Es-06697,False,True,False,False,False,False,False,False,False,False,False
2018-Es-05385,False,False,False,False,False,False,False,True,False,False,False
2018-Es-03777,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02175,False,False,False,False,True,False,False,False,False,False,False
2018-Es-00726,True,False,False,False,False,False,False,False,True,False,False
2018-Es-01137,False,False,False,False,False,False,False,True,True,False,False
2018-Es-04129,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04463,False,False,False,False,False,False,False,False,True,False,False
2018-Es-04699,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01259,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04284,False,False,True,False,False,False,False,False,False,False,False
2018-Es-05718,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01454,True,False,False,False,False,False,False,False,False,False,False
2018-Es-02040,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02237,False,False,False,False,True,False,False,False,False,False,False
2018-Es-06767,False,False,False,False,False,False,False,True,False,False,False
2018-Es-06469,False,False,False,False,True,False,False,False,False,False,False
2018-Es-00590,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01679,False,False,False,True,False,False,False,False,False,False,False
2018-Es-05485,True,False,False,False,False,False,False,False,False,False,False
2018-Es-06617,True,False,False,False,False,False,False,False,False,False,False
2018-Es-01576,True,False,False,False,False,False,False,False,False,False,False
2018-Es-03432,False,False,False,False,False,False,False,True,True,False,False
2018-Es-06139,False,False,False,False,False,False,False,False,False,True,False
2018-Es-05268,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02391,True,False,False,False,True,False,False,False,False,False,False
2018-Es-01460,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04519,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06812,False,True,False,False,False,False,False,False,False,False,False
2018-Es-02128,False,False,False,False,False,False,False,True,False,False,False
2018-Es-05671,False,False,False,False,False,False,False,False,True,True,False
2018-Es-00468,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03607,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02174,True,False,False,False,False,False,False,False,False,False,False
2018-Es-05945,False,False,False,False,False,False,False,False,True,False,False
2018-Es-04075,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00684,False,False,False,False,True,False,True,False,False,False,False
2018-Es-01451,True,False,False,False,False,False,False,False,True,False,False
2018-Es-06127,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04620,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05188,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01711,True,False,False,False,False,False,False,False,False,False,False
2018-Es-03250,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05779,False,True,False,False,True,False,False,False,False,False,False
2018-Es-03341,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06537,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03037,False,False,False,True,False,False,False,False,False,False,False
2018-Es-05878,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02666,False,False,False,False,False,False,False,False,False,True,False
2018-Es-05250,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02910,False,False,False,False,True,True,False,False,False,False,False
2018-Es-00882,True,False,False,False,False,False,False,False,False,False,False
2018-Es-03123,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00200,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03728,True,False,True,False,False,False,False,False,False,False,False
2018-Es-01046,False,False,False,False,True,False,True,False,False,False,False
2018-Es-02141,False,False,False,False,False,False,False,False,True,False,False
2018-Es-03214,True,False,True,True,False,False,False,False,False,False,False
2018-Es-00971,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06268,True,False,False,False,False,False,False,False,False,False,True
2018-Es-02897,True,False,False,False,False,False,False,False,False,False,False
2018-Es-03546,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00560,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00350,True,False,False,False,False,False,False,False,True,False,False
2018-Es-01674,False,False,False,False,True,False,False,False,True,False,False
2018-Es-03926,False,False,False,True,False,False,False,False,False,False,False
2018-Es-04541,False,False,False,False,False,False,False,False,False,False,True
2018-Es-06449,True,False,False,False,False,False,False,False,False,False,False
2018-Es-06820,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03675,False,False,False,False,True,False,False,False,False,False,False
2018-Es-03682,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00988,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06005,True,False,False,False,False,False,False,False,False,False,False
2018-Es-03707,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02184,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02668,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00122,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05780,False,False,False,False,False,True,False,False,False,False,False
2018-Es-04022,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04337,False,False,True,False,False,False,False,False,False,False,False
2018-Es-04747,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03821,False,False,False,False,False,False,False,False,True,False,True
2018-Es-02401,False,False,False,True,False,False,False,False,False,False,False
2018-Es-05568,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04705,False,False,False,False,True,False,False,True,False,False,False
2018-Es-02721,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04208,False,False,False,False,False,False,False,False,False,True,False
2018-Es-06326,False,False,False,True,True,False,False,False,False,False,False
2018-Es-03119,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02626,False,False,False,False,True,False,False,False,False,False,False
2018-Es-06785,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02097,False,False,False,False,True,True,False,False,False,False,False
2018-Es-03348,True,False,False,False,False,False,False,False,False,False,False
2018-Es-03719,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02777,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06926,False,False,False,True,False,False,False,False,False,False,False
2018-Es-01374,True,False,False,False,False,False,False,False,False,False,False
2018-Es-06645,False,False,False,False,True,False,True,False,False,False,False
2018-Es-02549,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04879,True,False,False,False,True,False,False,False,False,False,False
2018-Es-05592,False,True,False,False,False,False,False,False,False,False,False
2018-Es-01163,True,False,False,False,False,False,False,False,False,False,False
2018-Es-05710,True,False,False,False,True,False,False,False,True,False,False
2018-Es-01966,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05820,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02991,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00792,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04918,False,False,True,False,False,True,False,False,False,False,False
2018-Es-04392,False,False,False,False,False,False,False,False,False,False,True
2018-Es-04505,True,False,False,False,False,False,False,True,True,False,False
2018-Es-01985,False,False,False,False,True,False,False,False,False,False,False
2018-Es-06029,False,False,False,False,False,False,False,False,True,False,False
2018-Es-03517,False,False,True,False,False,False,False,False,False,False,False
2018-Es-02463,True,False,False,False,False,False,False,False,False,False,False
2018-Es-03333,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06838,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02063,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00770,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03912,True,False,False,False,True,False,True,False,True,False,False
2018-Es-04350,True,False,True,False,True,False,False,False,False,False,False
2018-Es-00763,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03856,True,False,True,False,True,False,False,False,False,False,False
2018-Es-04766,False,False,False,False,False,False,False,True,False,False,False
2018-Es-05001,False,False,True,False,False,False,False,False,True,False,False
2018-Es-04805,False,True,False,False,False,False,False,False,True,False,False
2018-Es-01473,False,False,False,False,True,False,False,False,False,False,True
2018-Es-05175,False,False,False,False,False,False,False,True,True,False,False
2018-Es-00983,False,False,False,False,True,False,False,False,False,False,False
2018-Es-00178,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01556,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04099,True,False,False,False,False,False,False,False,False,False,False
2018-Es-00064,True,False,False,False,False,False,False,False,False,False,False
2018-Es-01916,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01520,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05228,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01106,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04663,True,False,False,False,False,False,False,False,False,False,False
2018-Es-04179,False,False,False,False,False,False,False,False,True,False,False
2018-Es-01705,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02389,True,False,False,False,False,False,False,False,False,False,False
2018-Es-04325,False,False,False,True,False,False,False,False,False,False,False
2018-Es-00007,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01228,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06696,True,False,False,False,False,True,False,False,False,False,False
2018-Es-05936,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03843,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02180,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04168,False,False,False,False,True,False,False,False,False,False,False
2018-Es-03946,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05964,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00899,False,False,False,False,True,False,False,False,False,False,True
2018-Es-00896,False,False,False,False,False,False,False,False,True,False,False
2018-Es-05645,False,False,False,False,False,False,False,False,True,False,False
2018-Es-06272,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01800,True,False,False,False,False,False,False,False,False,False,False
2018-Es-05215,True,False,False,False,False,False,False,False,False,False,False
2018-Es-04622,False,False,False,False,True,True,False,False,False,False,False
2018-Es-04709,False,False,False,True,False,False,False,False,False,False,False
2018-Es-04218,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04640,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02637,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03098,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01832,False,False,True,False,False,False,False,False,False,False,False
2018-Es-06792,False,False,False,False,True,False,False,False,False,False,False
2018-Es-06708,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05160,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01748,False,True,False,False,True,False,False,False,False,False,False
2018-Es-05827,False,False,False,False,False,False,False,False,True,False,False
2018-Es-03520,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04355,False,False,False,False,True,True,False,False,True,False,False
2018-Es-00202,True,False,False,False,False,False,False,False,False,False,False
2018-Es-05316,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01932,False,False,False,False,False,False,False,False,True,False,False
2018-Es-01792,True,False,False,False,False,False,False,False,False,False,False
2018-Es-00072,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00570,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02738,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05666,False,False,False,True,False,False,False,False,False,False,False
2018-Es-04281,False,False,True,False,False,False,False,False,True,False,False
2018-Es-06349,False,False,False,False,True,True,False,False,False,False,False
2018-Es-01786,True,False,False,False,False,False,False,True,True,False,False
2018-Es-02006,False,False,True,False,False,False,False,False,False,False,False
2018-Es-06460,False,False,False,False,False,False,False,False,True,False,False
2018-Es-03497,False,False,False,False,True,False,False,False,False,False,True
2018-Es-01842,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00162,False,False,False,True,False,False,False,False,False,False,False
2018-Es-04088,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06598,True,False,False,False,False,False,False,False,False,False,False
2018-Es-02567,True,False,False,False,False,False,False,False,False,False,False
2018-Es-03765,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01963,False,False,False,False,True,False,False,False,False,False,False
2018-Es-00708,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02711,True,False,False,False,False,True,False,False,False,False,False
2018-Es-04971,False,False,False,True,False,True,False,False,False,False,False
2018-Es-02614,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02856,False,False,False,False,False,False,False,True,True,False,False
2018-Es-02150,False,False,False,False,False,False,False,False,True,False,False
2018-Es-05798,True,False,False,False,True,False,False,False,False,False,False
2018-Es-02952,False,True,False,True,False,False,False,False,False,False,False
2018-Es-03409,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02195,False,False,False,False,True,False,False,False,False,False,True
2018-Es-06629,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06016,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03544,False,False,False,False,False,False,False,False,True,False,False
2018-Es-04670,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02246,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02300,False,False,True,False,True,False,True,False,False,False,False
2018-Es-05418,False,True,False,False,False,False,False,False,False,False,False
2018-Es-01349,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06350,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06053,False,False,False,True,False,False,False,False,False,False,False
2018-Es-05887,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05350,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05867,False,False,False,False,False,False,False,False,True,False,False
2018-Es-04899,False,True,False,False,True,False,False,False,True,False,False
2018-Es-00920,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06288,False,False,False,False,False,True,False,False,False,False,False
2018-Es-02284,False,False,False,False,False,False,False,False,False,False,True
2018-Es-06061,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04486,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02134,False,False,False,True,False,False,False,False,False,False,False
2018-Es-05770,False,False,False,False,False,False,False,False,True,False,False
2018-Es-03829,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03899,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01151,False,False,False,False,True,True,False,True,False,False,False
2018-Es-04058,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03080,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04992,True,False,False,False,False,False,False,False,False,False,False
2018-Es-02787,False,False,False,False,False,True,False,False,True,False,False
2018-Es-02698,False,False,False,True,False,False,False,False,False,False,False
2018-Es-02241,False,False,False,False,False,False,False,True,False,False,False
2018-Es-03335,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01701,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04983,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02816,False,False,False,False,True,False,False,False,True,False,False
2018-Es-04006,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06031,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00275,False,False,True,True,False,False,False,False,False,False,False
2018-Es-02812,False,False,False,False,False,False,False,False,True,False,False
2018-Es-04933,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00226,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05018,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04570,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04449,False,False,False,False,False,False,True,False,True,False,False
2018-Es-01608,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00935,False,False,False,False,False,False,False,False,True,False,False
2018-Es-01280,False,True,False,False,False,False,False,False,False,False,False
2018-Es-05134,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02398,False,False,True,False,False,False,False,False,False,False,False
2018-Es-04237,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02052,True,False,False,False,False,False,False,False,True,False,False
2018-Es-06580,False,True,False,True,False,False,False,False,False,False,False
2018-Es-06435,True,False,True,False,False,False,False,False,False,False,False
2018-Es-01230,False,False,True,False,False,False,False,False,False,False,False
2018-Es-05320,False,False,False,False,True,False,False,False,False,False,False
2018-Es-03833,False,True,False,False,False,False,False,False,True,False,False
2018-Es-02342,True,False,False,False,False,False,False,False,False,False,False
2018-Es-04718,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02829,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03483,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04843,False,False,False,False,True,False,False,False,False,False,False
2018-Es-06344,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05720,False,False,False,False,True,False,False,False,False,False,False
2018-Es-06528,True,False,False,False,False,False,False,False,False,False,False
2018-Es-03136,True,False,False,False,False,False,False,False,True,False,False
2018-Es-02067,False,False,False,False,True,False,False,False,True,False,False
2018-Es-00243,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00465,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00283,True,False,False,False,False,False,False,False,False,False,False
2018-Es-04414,False,False,True,False,False,False,False,False,False,False,False
2018-Es-05968,True,False,False,False,False,False,False,False,False,False,False
2018-Es-03808,False,False,True,False,False,False,False,False,False,False,False
2018-Es-00829,False,False,False,False,False,False,True,False,False,False,False
2018-Es-06808,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03397,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03848,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06519,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00412,False,False,False,False,False,True,False,False,False,False,False
2018-Es-05903,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00997,True,False,False,False,False,False,False,False,False,False,False
2018-Es-01065,False,False,False,False,False,False,False,False,True,False,False
2018-Es-01248,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04812,False,False,False,False,False,False,False,False,True,False,False
2018-Es-06667,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01764,False,False,False,False,True,False,False,False,False,False,False
2018-Es-00455,False,False,False,False,True,False,False,False,False,False,False
2018-Es-03200,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00352,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05005,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02541,True,False,False,False,False,False,False,False,False,False,False
2018-Es-03360,False,False,False,False,True,False,False,False,False,False,False
2018-Es-06090,False,True,False,False,False,False,False,False,False,False,True
2018-Es-01563,False,False,False,False,False,False,False,False,True,False,False
2018-Es-05515,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04050,False,True,False,False,False,False,False,False,False,False,False
2018-Es-01611,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04882,False,False,False,False,False,False,False,False,True,False,False
2018-Es-04008,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03006,False,False,False,False,True,False,False,False,False,False,False
2018-Es-06190,True,False,False,False,False,False,False,False,True,False,False
2018-Es-02747,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02290,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03208,True,False,False,False,False,False,False,False,False,False,True
2018-Es-05262,True,False,False,False,True,False,False,False,False,False,False
2018-Es-00475,False,False,False,True,False,False,False,False,False,False,False
2018-Es-05918,True,False,False,False,False,True,False,False,False,False,False
2018-Es-03449,True,False,True,False,False,False,False,False,False,False,False
2018-Es-04784,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06707,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00360,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02498,True,False,False,False,True,False,True,False,False,False,False
2018-Es-06306,True,False,False,False,False,False,False,False,False,False,False
2018-Es-01378,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01882,True,False,False,False,False,False,False,False,True,False,False
2018-Es-04091,False,False,False,False,False,False,False,False,True,False,False
2018-Es-06284,False,False,False,False,False,False,False,True,False,False,False
2018-Es-01720,False,False,False,False,False,False,False,False,True,False,False
2018-Es-04140,False,False,False,False,True,True,False,False,False,False,False
2018-Es-03069,True,False,False,False,False,False,False,False,False,False,False
2018-Es-05313,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03879,False,False,False,False,True,False,False,False,False,False,False
2018-Es-00516,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05428,False,False,False,False,True,True,False,False,False,False,False
2018-Es-01601,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00781,False,False,False,False,False,False,False,False,True,False,False
2018-Es-04825,True,False,False,True,False,False,False,False,False,False,False
2018-Es-01648,True,False,False,False,False,False,False,False,True,False,False
2018-Es-02892,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04515,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05384,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06258,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03122,False,False,False,False,False,False,False,False,True,False,False
2018-Es-03986,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04065,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00712,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02050,False,False,False,False,False,False,False,False,True,False,False
2018-Es-06328,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05684,False,False,False,False,False,False,False,False,True,False,False
